emp_id,emp_name,dept_id,job_level,gender,experience_years,location,salary,bonus,attrition
2562,Anjali Mehta,5,Mid,Female,3,Mumbai,77178,26301,No
2563,Vikas Yadav,4,Senior,Female,8,Chennai,90206,9032,No
2564,Varun Bansal,5,Junior,Male,13,Chennai,146071,19687,No
2565,Aakash Pandey,5,Manager,Male,4,Mumbai,74055,8260,No
2566,Arjun Das,4,Junior,Female,12,Mumbai,50885,12166,No
2567,Swati Joshi,4,Senior,Female,1,Mumbai,48096,13885,No
2568,Rohit Kumar,2,Junior,Male,1,Chennai,55526,28826,No
2569,Swati Joshi,3,Manager,Female,8,Bangalore,53094,18026,No
2570,Arjun Das,1,Junior,Female,14,Bangalore,33796,25421,No
2571,Sneha Iyer,4,Senior,Female,8,Mumbai,147061,28585,Yes
2572,Kavita Nair,4,Manager,Male,4,Bangalore,116344,18006,No
2573,Pooja Patel,5,Mid,Male,4,Mumbai,125906,21939,No
2574,Suresh Reddy,2,Senior,Female,10,Mumbai,84571,10609,No
2575,Neha Gupta,5,Manager,Male,11,Delhi,113619,11642,No
2576,Rohit Kumar,4,Mid,Female,2,Bangalore,105864,18556,No
2577,Pooja Patel,4,Junior,Female,2,Chennai,34110,14469,No
2578,Suresh Reddy,5,Junior,Male,12,Delhi,115292,10228,No
2579,Ritu Saxena,4,Junior,Male,6,Mumbai,78445,14139,No
2580,Ritu Saxena,3,Manager,Female,8,Delhi,72843,25964,No
2581,Karan Malhotra,1,Junior,Male,7,Mumbai,60897,9373,Yes
2582,Deepak Mishra,1,Junior,Male,7,Mumbai,133885,19060,No
2583,Pooja Patel,1,Mid,Male,3,Mumbai,40508,18340,No
2584,Aakash Pandey,3,Mid,Male,12,Bangalore,88472,5397,No
2585,Kavita Nair,4,Mid,Female,2,Mumbai,60366,21605,No
2586,Varun Bansal,5,Manager,Female,10,Mumbai,81538,23749,No
2587,Anjali Mehta,2,Senior,Male,7,Bangalore,38583,19606,No
2588,Sneha Iyer,4,Junior,Female,4,Bangalore,93628,6777,No
2589,Rahul Verma,3,Junior,Male,1,Mumbai,30168,9060,No
2590,Vikas Yadav,3,Manager,Male,1,Bangalore,123200,25338,No
2591,Karan Malhotra,1,Junior,Male,4,Chennai,95055,21277,Yes
2592,Priya Singh,4,Manager,Female,5,Chennai,83117,27112,No
2593,Manish Jain,1,Manager,Female,5,Mumbai,115128,17630,No
2594,Priya Singh,2,Manager,Female,1,Delhi,92058,22158,Yes
2595,Aakash Pandey,1,Senior,Male,3,Bangalore,137681,5339,No
2596,Arjun Das,2,Manager,Female,6,Delhi,54556,21390,No
2597,Pooja Patel,3,Senior,Female,10,Chennai,141360,6296,Yes
2598,Anjali Mehta,1,Senior,Male,7,Mumbai,81879,5287,No
2599,Amit Sharma,1,Junior,Male,11,Chennai,115429,22276,No
2600,Amit Sharma,5,Mid,Male,1,Bangalore,53933,28374,No
2601,Pooja Patel,3,Senior,Male,8,Bangalore,46159,13908,No
2602,Rohit Kumar,5,Senior,Female,4,Mumbai,50861,25663,Yes
2603,Karan Malhotra,2,Mid,Female,13,Bangalore,123538,23237,No
2604,Arjun Das,2,Senior,Male,9,Bangalore,43556,5569,Yes
2605,Rohit Kumar,3,Mid,Male,11,Bangalore,100256,26102,No
2606,Neha Gupta,2,Junior,Male,11,Delhi,113633,25056,Yes
2607,Anjali Mehta,3,Manager,Male,6,Mumbai,65280,19815,No
2608,Deepak Mishra,2,Mid,Female,1,Mumbai,57837,28375,No
2609,Swati Joshi,4,Manager,Male,2,Mumbai,83741,11773,No
2610,Suresh Reddy,1,Mid,Male,3,Bangalore,109370,23935,No
2611,Sneha Iyer,4,Manager,Female,2,Bangalore,69446,21493,No
2612,Arjun Das,3,Junior,Male,10,Bangalore,130982,8650,No
2613,Deepak Mishra,3,Senior,Male,7,Mumbai,63049,8219,No
2614,Karan Malhotra,4,Junior,Male,12,Delhi,67694,5731,Yes
2615,Amit Sharma,1,Senior,Male,1,Chennai,112349,17501,No
2616,Manish Jain,1,Manager,Male,9,Mumbai,40820,16235,No
2617,Manish Jain,5,Manager,Female,2,Mumbai,92297,27077,No
2618,Rahul Verma,2,Senior,Female,4,Delhi,46005,13759,No
2619,Neha Gupta,5,Mid,Female,8,Chennai,124460,16240,No
2620,Anjali Mehta,1,Junior,Female,11,Chennai,116578,10556,Yes
2621,Rohit Kumar,4,Mid,Male,3,Bangalore,117082,28488,No
2622,Priya Singh,2,Manager,Male,9,Chennai,78609,14549,Yes
2623,Amit Sharma,4,Junior,Male,7,Bangalore,82364,12263,No
2624,Neha Gupta,5,Junior,Male,10,Mumbai,92974,19993,No
2625,Varun Bansal,3,Mid,Male,12,Delhi,100168,6071,No
2626,Rahul Verma,4,Senior,Male,12,Mumbai,139441,29357,No
2627,Rohit Kumar,5,Senior,Female,3,Chennai,138813,12445,No
2628,Priya Singh,5,Junior,Male,3,Mumbai,74944,10071,No
2629,Suresh Reddy,5,Senior,Male,5,Delhi,90776,28754,No
2630,Varun Bansal,3,Manager,Female,5,Delhi,114583,7246,No
2631,Anjali Mehta,3,Mid,Female,10,Bangalore,71895,15747,No
2632,Aakash Pandey,3,Mid,Male,5,Mumbai,40534,15568,Yes
2633,Anjali Mehta,2,Mid,Female,12,Delhi,97224,23304,No
2634,Swati Joshi,3,Junior,Female,13,Delhi,117855,19249,No
2635,Sneha Iyer,3,Junior,Male,9,Delhi,137378,27396,No
2636,Arjun Das,3,Senior,Male,9,Delhi,139015,13315,No
2637,Rahul Verma,4,Mid,Female,6,Chennai,30816,27727,Yes
2638,Ritu Saxena,3,Manager,Female,11,Mumbai,132170,5074,Yes
2639,Sneha Iyer,2,Manager,Female,11,Mumbai,128110,6988,Yes
2640,Sneha Iyer,5,Mid,Female,7,Mumbai,75935,13348,No
2641,Suresh Reddy,4,Junior,Female,10,Chennai,63445,12287,No
2642,Rahul Verma,1,Junior,Female,8,Chennai,40446,8083,No
2643,Priya Singh,3,Junior,Male,9,Delhi,125339,25202,No
2644,Sneha Iyer,5,Manager,Male,6,Chennai,43815,21166,No
2645,Karan Malhotra,5,Mid,Female,8,Bangalore,123095,25075,Yes
2646,Amit Sharma,4,Manager,Female,2,Chennai,147177,17171,No
2647,Priya Singh,1,Mid,Male,10,Delhi,135536,18856,No
2648,Varun Bansal,2,Manager,Female,8,Mumbai,106042,26623,No
2649,Rahul Verma,5,Manager,Male,13,Chennai,32446,21127,No
2650,Suresh Reddy,5,Senior,Female,11,Mumbai,113808,29658,No
2651,Swati Joshi,5,Manager,Female,2,Mumbai,31720,17980,No
2652,Ritu Saxena,5,Mid,Female,8,Bangalore,56479,18539,No
2653,Aakash Pandey,4,Manager,Female,2,Bangalore,95759,8065,Yes
2654,Arjun Das,1,Senior,Male,3,Chennai,108488,12954,No
2655,Karan Malhotra,5,Senior,Male,7,Mumbai,129238,7233,No
2656,Nisha Agarwal,2,Mid,Male,11,Delhi,88656,19164,No
2657,Rohit Kumar,2,Senior,Male,9,Mumbai,64076,20570,Yes
2658,Sneha Iyer,3,Senior,Female,3,Mumbai,76265,14976,No
2659,Arjun Das,5,Junior,Male,5,Bangalore,136721,21255,No
2660,Ritu Saxena,5,Mid,Male,9,Bangalore,62967,23474,No
2661,Priya Singh,5,Senior,Male,7,Bangalore,83258,10628,No
2662,Amit Sharma,5,Senior,Female,14,Bangalore,143548,9168,No
2663,Varun Bansal,5,Senior,Female,2,Chennai,78625,25396,No
2664,Karan Malhotra,2,Mid,Female,5,Chennai,35074,23261,No
2665,Rahul Verma,1,Junior,Female,5,Mumbai,78130,28570,No
2666,Rahul Verma,1,Manager,Female,9,Chennai,50377,11308,No
2667,Priya Singh,3,Junior,Male,2,Delhi,118992,7314,Yes
2668,Pooja Patel,2,Mid,Male,1,Mumbai,83085,14655,No
2669,Ritu Saxena,5,Mid,Male,4,Mumbai,69701,26631,No
2670,Vikas Yadav,1,Mid,Male,4,Delhi,80749,25376,No
2671,Anjali Mehta,4,Manager,Female,1,Mumbai,144692,7914,Yes
2672,Suresh Reddy,4,Mid,Male,10,Delhi,144578,16716,No
2673,Varun Bansal,4,Junior,Female,7,Bangalore,95081,16564,No
2674,Amit Sharma,5,Senior,Female,2,Bangalore,38471,14533,No
2675,Pooja Patel,5,Senior,Male,11,Bangalore,70358,25318,No
2676,Priya Singh,3,Mid,Male,13,Delhi,33019,7701,Yes
2677,Neha Gupta,3,Mid,Male,9,Chennai,133661,9044,No
2678,Ritu Saxena,3,Manager,Male,7,Chennai,48748,21417,No
2679,Anjali Mehta,4,Senior,Male,13,Mumbai,144814,7145,No
2680,Ritu Saxena,5,Manager,Female,13,Bangalore,58975,27843,No
2681,Priya Singh,4,Manager,Male,12,Bangalore,106524,12487,No
2682,Deepak Mishra,3,Manager,Female,12,Mumbai,67594,17997,No
2683,Varun Bansal,5,Manager,Female,14,Bangalore,33249,20794,No
2684,Deepak Mishra,2,Junior,Male,7,Bangalore,148589,27057,Yes
2685,Neha Gupta,1,Mid,Female,1,Delhi,91929,21788,No
2686,Sneha Iyer,1,Mid,Female,14,Mumbai,59108,9711,No
2687,Nisha Agarwal,3,Manager,Female,9,Delhi,125892,6924,No
2688,Vikas Yadav,4,Manager,Female,10,Bangalore,51541,29005,Yes
2689,Suresh Reddy,2,Junior,Female,9,Bangalore,74661,22265,No
2690,Priya Singh,5,Manager,Male,2,Mumbai,120594,11023,No
2691,Manish Jain,4,Junior,Male,10,Bangalore,49423,7902,No
2692,Ritu Saxena,3,Junior,Male,9,Chennai,116330,14789,No
2693,Aakash Pandey,4,Manager,Female,2,Delhi,88851,20747,No
2694,Swati Joshi,3,Mid,Female,13,Delhi,57744,20502,No
2695,Amit Sharma,1,Junior,Male,2,Chennai,95552,22629,No
2696,Anjali Mehta,1,Mid,Female,13,Mumbai,37083,13631,No
2697,Rahul Verma,4,Mid,Female,13,Mumbai,67843,18591,No
2698,Deepak Mishra,2,Junior,Female,13,Bangalore,59118,16016,No
2699,Anjali Mehta,5,Senior,Female,8,Mumbai,75334,26751,Yes
2700,Deepak Mishra,3,Junior,Female,3,Chennai,148630,21499,No
2701,Neha Gupta,5,Senior,Male,14,Mumbai,141043,25884,No
2702,Pooja Patel,1,Junior,Male,3,Bangalore,106441,5296,Yes
2703,Priya Singh,2,Junior,Female,7,Chennai,75661,12692,No
2704,Swati Joshi,2,Mid,Male,10,Bangalore,95455,24332,No
2705,Deepak Mishra,5,Mid,Male,6,Delhi,125918,13127,No
2706,Varun Bansal,1,Manager,Female,7,Delhi,85324,23989,No
2707,Nisha Agarwal,5,Mid,Male,6,Mumbai,148305,27861,No
2708,Pooja Patel,4,Mid,Male,14,Chennai,88377,29305,Yes
2709,Deepak Mishra,2,Mid,Female,9,Chennai,72771,22478,Yes
2710,Anjali Mehta,2,Mid,Male,2,Chennai,122119,18253,Yes
2711,Karan Malhotra,4,Manager,Female,8,Bangalore,94289,10101,No
2712,Swati Joshi,1,Mid,Male,11,Chennai,75156,6074,No
2713,Deepak Mishra,2,Senior,Male,6,Mumbai,143292,21399,Yes
2714,Swati Joshi,3,Senior,Male,14,Delhi,36230,6527,No
2715,Priya Singh,3,Manager,Male,4,Mumbai,62649,29626,No
2716,Kavita Nair,1,Mid,Female,6,Delhi,71429,8199,No
2717,Swati Joshi,4,Senior,Female,6,Delhi,129628,16433,No
2718,Suresh Reddy,5,Junior,Male,12,Mumbai,94127,12800,No
2719,Varun Bansal,1,Senior,Female,10,Delhi,66045,16228,No
2720,Manish Jain,5,Mid,Female,3,Delhi,97160,18491,Yes
2721,Vikas Yadav,1,Senior,Male,8,Bangalore,102785,15977,Yes
2722,Deepak Mishra,3,Junior,Male,5,Mumbai,55811,6992,No
2723,Suresh Reddy,4,Senior,Female,11,Mumbai,112038,24337,Yes
2724,Swati Joshi,3,Mid,Female,10,Mumbai,89227,11471,No
2725,Ritu Saxena,4,Junior,Female,11,Delhi,70071,10822,No
2726,Varun Bansal,5,Manager,Female,4,Chennai,70708,22315,No
2727,Deepak Mishra,1,Junior,Male,14,Chennai,105732,23399,Yes
2728,Anjali Mehta,2,Senior,Female,14,Delhi,88131,27828,No
2729,Neha Gupta,2,Manager,Female,13,Chennai,134824,12418,No
2730,Pooja Patel,4,Junior,Female,2,Chennai,98011,17805,Yes
2731,Nisha Agarwal,4,Junior,Male,14,Delhi,65535,11405,No
2732,Suresh Reddy,3,Junior,Female,10,Mumbai,93801,23522,No
2733,Amit Sharma,2,Mid,Female,1,Bangalore,72387,9289,No
2734,Varun Bansal,3,Manager,Male,13,Mumbai,79394,24784,No
2735,Deepak Mishra,5,Manager,Male,7,Mumbai,67848,18605,No
2736,Arjun Das,2,Junior,Female,10,Mumbai,74998,17228,No
2737,Priya Singh,5,Manager,Male,11,Bangalore,84616,13417,No
2738,Suresh Reddy,1,Senior,Female,3,Mumbai,62355,13636,No
2739,Deepak Mishra,3,Senior,Female,3,Chennai,116642,15573,No
2740,Suresh Reddy,4,Junior,Male,3,Bangalore,58489,17233,Yes
2741,Neha Gupta,2,Senior,Male,10,Chennai,76503,6902,Yes
2742,Neha Gupta,3,Junior,Male,12,Bangalore,38207,17784,No
2743,Pooja Patel,4,Senior,Female,13,Chennai,67379,16846,Yes
2744,Rahul Verma,1,Junior,Male,3,Mumbai,85561,8603,No
2745,Suresh Reddy,2,Junior,Female,2,Mumbai,136418,26836,No
2746,Deepak Mishra,5,Manager,Male,6,Mumbai,36703,20350,No
2747,Suresh Reddy,1,Manager,Female,14,Chennai,49166,13436,No
2748,Karan Malhotra,4,Junior,Female,10,Chennai,86011,15303,No
2749,Nisha Agarwal,2,Manager,Male,3,Delhi,36163,9048,No
2750,Karan Malhotra,2,Manager,Male,1,Chennai,80975,22188,No
2751,Sneha Iyer,1,Mid,Female,10,Bangalore,144369,29427,No
2752,Priya Singh,2,Senior,Male,13,Mumbai,100459,6760,Yes
2753,Arjun Das,4,Manager,Male,13,Bangalore,70970,11305,No
2754,Deepak Mishra,1,Junior,Male,9,Delhi,117059,29382,No
2755,Aakash Pandey,5,Mid,Male,6,Delhi,104006,19092,Yes
2756,Rohit Kumar,1,Mid,Male,6,Chennai,139438,13216,No
2757,Karan Malhotra,1,Manager,Male,10,Mumbai,42620,19206,Yes
2758,Varun Bansal,5,Junior,Male,9,Bangalore,117586,25779,No
2759,Rohit Kumar,4,Junior,Female,2,Delhi,35520,10344,No
2760,Priya Singh,3,Junior,Male,10,Delhi,118841,13265,Yes
2761,Sneha Iyer,3,Junior,Female,9,Bangalore,90135,18427,Yes
2762,Amit Sharma,5,Junior,Male,14,Delhi,130389,19916,No
2763,Suresh Reddy,4,Senior,Female,12,Bangalore,84221,12881,No
2764,Suresh Reddy,2,Junior,Female,3,Mumbai,113026,17262,No
2765,Neha Gupta,5,Junior,Male,3,Chennai,103759,29366,No
2766,Priya Singh,3,Senior,Male,3,Bangalore,109863,16354,Yes
2767,Nisha Agarwal,4,Manager,Male,1,Mumbai,90469,18873,Yes
2768,Rahul Verma,1,Mid,Male,10,Bangalore,55312,19243,No
2769,Amit Sharma,4,Senior,Female,7,Delhi,146536,28840,No
2770,Pooja Patel,4,Mid,Female,10,Mumbai,94106,9187,No
2771,Manish Jain,3,Mid,Male,13,Bangalore,90376,16111,Yes
2772,Ritu Saxena,3,Senior,Female,7,Mumbai,66376,15986,Yes
2773,Pooja Patel,2,Junior,Male,2,Bangalore,108733,6410,Yes
2774,Sneha Iyer,2,Mid,Female,6,Bangalore,75100,8612,No
2775,Sneha Iyer,5,Junior,Male,4,Mumbai,120027,28723,No
2776,Deepak Mishra,1,Manager,Female,11,Mumbai,65445,9780,Yes
2777,Ritu Saxena,2,Senior,Male,7,Mumbai,95829,9467,Yes
2778,Ritu Saxena,3,Mid,Female,14,Delhi,147884,10355,No
2779,Suresh Reddy,4,Junior,Male,14,Chennai,80723,18460,No
2780,Swati Joshi,5,Mid,Male,7,Bangalore,126599,25379,Yes
2781,Varun Bansal,2,Manager,Female,4,Bangalore,90392,28252,Yes
2782,Pooja Patel,4,Manager,Female,3,Mumbai,123051,16950,No
2783,Swati Joshi,4,Mid,Female,7,Bangalore,42454,13802,No
2784,Anjali Mehta,2,Senior,Female,9,Chennai,112188,12645,No
2785,Varun Bansal,1,Manager,Female,4,Chennai,78321,9215,No
2786,Swati Joshi,1,Junior,Male,6,Bangalore,118993,6838,No
2787,Neha Gupta,5,Manager,Female,7,Bangalore,55723,10648,No
2788,Vikas Yadav,1,Junior,Female,10,Mumbai,148030,11684,No
2789,Neha Gupta,5,Mid,Female,3,Chennai,67945,11944,No
2790,Sneha Iyer,3,Junior,Female,5,Bangalore,96415,28679,No
2791,Manish Jain,2,Mid,Male,12,Chennai,79210,24957,No
2792,Priya Singh,4,Manager,Male,14,Bangalore,73457,12614,No
2793,Sneha Iyer,5,Senior,Male,1,Delhi,132195,27083,No
2794,Rahul Verma,1,Manager,Male,6,Chennai,79368,13185,No
2795,Rahul Verma,5,Manager,Female,5,Delhi,68468,28536,No
2796,Suresh Reddy,5,Manager,Male,7,Mumbai,37649,11182,No
2797,Amit Sharma,1,Manager,Male,9,Chennai,75572,5472,No
2798,Pooja Patel,1,Senior,Female,11,Bangalore,138807,9419,No
2799,Anjali Mehta,2,Manager,Female,4,Bangalore,36384,13243,No
2800,Anjali Mehta,4,Junior,Female,9,Delhi,51340,12091,No
2801,Aakash Pandey,2,Senior,Female,13,Chennai,79885,21284,Yes
2802,Nisha Agarwal,2,Senior,Female,6,Chennai,52334,18220,Yes
2803,Sneha Iyer,1,Junior,Female,5,Chennai,133652,15375,No
2804,Anjali Mehta,1,Mid,Male,2,Mumbai,101107,10878,Yes
2805,Pooja Patel,4,Manager,Male,1,Chennai,69842,15408,No
2806,Swati Joshi,5,Senior,Female,8,Mumbai,40694,20941,No
2807,Kavita Nair,2,Manager,Male,12,Bangalore,125193,28044,No
2808,Amit Sharma,4,Manager,Female,12,Delhi,108367,25839,No
2809,Manish Jain,2,Junior,Female,6,Delhi,128282,27163,No
2810,Nisha Agarwal,5,Junior,Male,14,Chennai,110736,28788,No
2811,Priya Singh,2,Junior,Male,7,Delhi,81573,21451,No
2812,Pooja Patel,3,Manager,Male,6,Chennai,148065,17006,No
2813,Deepak Mishra,4,Senior,Male,10,Bangalore,54949,14365,No
2814,Priya Singh,1,Senior,Male,13,Bangalore,143850,25960,Yes
2815,Karan Malhotra,2,Mid,Female,14,Bangalore,69872,11056,No
2816,Manish Jain,4,Manager,Male,7,Delhi,111884,17508,No
2817,Varun Bansal,4,Mid,Male,9,Chennai,85935,29836,No
2818,Nisha Agarwal,2,Mid,Female,14,Mumbai,46495,16722,Yes
2819,Manish Jain,1,Mid,Male,5,Bangalore,106268,23033,No
2820,Anjali Mehta,1,Mid,Male,1,Bangalore,130773,22060,No
2821,Nisha Agarwal,2,Mid,Male,1,Mumbai,126404,12223,No
2822,Deepak Mishra,4,Manager,Male,9,Mumbai,146886,11551,No
2823,Nisha Agarwal,1,Junior,Male,5,Delhi,51677,25323,No
2824,Pooja Patel,2,Mid,Female,14,Bangalore,41460,25722,Yes
2825,Arjun Das,2,Senior,Male,13,Delhi,143918,15127,No
2826,Varun Bansal,2,Manager,Male,13,Bangalore,119501,28041,No
2827,Amit Sharma,4,Mid,Female,11,Delhi,87511,14384,No
2828,Vikas Yadav,1,Senior,Male,13,Delhi,106881,15814,Yes
2829,Nisha Agarwal,4,Mid,Female,2,Mumbai,62837,18744,No
2830,Kavita Nair,3,Junior,Female,3,Chennai,68724,5665,No
2831,Arjun Das,1,Manager,Female,1,Chennai,44761,26246,No
2832,Suresh Reddy,4,Junior,Male,6,Chennai,105153,14793,No
2833,Suresh Reddy,1,Senior,Male,12,Bangalore,134378,23293,No
2834,Rohit Kumar,3,Mid,Male,6,Mumbai,98108,12452,No
2835,Nisha Agarwal,5,Junior,Male,3,Mumbai,129958,27981,No
2836,Suresh Reddy,2,Junior,Female,3,Mumbai,81411,5187,No
2837,Nisha Agarwal,4,Mid,Female,7,Bangalore,144789,12690,Yes
2838,Swati Joshi,3,Manager,Female,1,Delhi,117828,12390,No
2839,Vikas Yadav,3,Senior,Male,5,Delhi,39923,21718,No
2840,Suresh Reddy,1,Manager,Female,13,Chennai,134012,27984,No
2841,Vikas Yadav,1,Senior,Male,3,Chennai,64129,28999,No
2842,Manish Jain,2,Senior,Female,5,Bangalore,87676,20974,Yes
2843,Arjun Das,1,Junior,Female,11,Bangalore,56828,15576,No
2844,Deepak Mishra,4,Mid,Female,14,Chennai,60182,19690,No
2845,Swati Joshi,4,Manager,Male,4,Delhi,140820,21739,Yes
2846,Arjun Das,4,Junior,Female,6,Delhi,82412,23306,No
2847,Manish Jain,5,Junior,Female,12,Mumbai,113042,9327,No
2848,Deepak Mishra,4,Junior,Male,9,Chennai,31957,8338,No
2849,Manish Jain,1,Manager,Female,2,Chennai,138455,5795,No
2850,Amit Sharma,1,Junior,Female,10,Delhi,125642,21573,No
2851,Pooja Patel,4,Mid,Male,8,Mumbai,76009,17335,No
2852,Sneha Iyer,3,Junior,Male,14,Chennai,93193,28835,No
2853,Swati Joshi,3,Junior,Male,13,Delhi,87803,14005,Yes
2854,Sneha Iyer,3,Senior,Male,2,Delhi,55793,19271,Yes
2855,Pooja Patel,2,Junior,Female,4,Delhi,118618,15294,No
2856,Pooja Patel,5,Manager,Female,9,Mumbai,84137,16602,No
2857,Manish Jain,4,Manager,Male,4,Mumbai,85931,23550,Yes
2858,Sneha Iyer,2,Mid,Female,7,Delhi,108867,20361,No
2859,Karan Malhotra,3,Manager,Female,11,Mumbai,145618,19559,Yes
2860,Amit Sharma,4,Manager,Male,5,Mumbai,65657,15442,No
2861,Manish Jain,2,Junior,Female,13,Mumbai,52343,7058,No
2862,Vikas Yadav,1,Mid,Female,2,Mumbai,77783,11070,Yes
2863,Rohit Kumar,3,Manager,Female,8,Bangalore,76637,25777,No
2864,Pooja Patel,2,Mid,Male,11,Chennai,69907,20004,Yes
2865,Deepak Mishra,1,Mid,Female,10,Chennai,31758,14819,No
2866,Manish Jain,3,Senior,Female,10,Mumbai,93566,7380,No
2867,Ritu Saxena,5,Senior,Female,2,Delhi,61913,13325,No
2868,Nisha Agarwal,3,Junior,Male,3,Chennai,136385,10051,No
2869,Ritu Saxena,5,Manager,Male,10,Mumbai,132645,15355,No
2870,Varun Bansal,5,Junior,Female,7,Chennai,94270,24093,No
2871,Aakash Pandey,5,Junior,Female,5,Delhi,136450,6279,No
2872,Aakash Pandey,4,Mid,Male,10,Mumbai,63239,21936,No
2873,Rahul Verma,4,Mid,Male,11,Delhi,94610,27715,No
2874,Neha Gupta,5,Mid,Male,3,Chennai,83569,17086,No
2875,Amit Sharma,1,Junior,Male,12,Bangalore,124348,16165,Yes
2876,Neha Gupta,5,Manager,Female,2,Delhi,131484,11872,No
2877,Aakash Pandey,2,Junior,Male,11,Mumbai,106088,22537,No
2878,Rohit Kumar,5,Junior,Male,6,Mumbai,70584,11919,No
2879,Swati Joshi,4,Junior,Male,10,Delhi,80296,9158,No
2880,Ritu Saxena,4,Senior,Male,1,Bangalore,46482,5954,Yes
2881,Pooja Patel,2,Senior,Female,8,Chennai,148337,19432,No
2882,Varun Bansal,2,Manager,Female,5,Chennai,96029,18723,No
2883,Nisha Agarwal,3,Senior,Female,5,Chennai,125375,19153,Yes
2884,Amit Sharma,1,Junior,Female,14,Chennai,32157,15769,No
2885,Sneha Iyer,1,Senior,Male,2,Chennai,132883,26949,No
2886,Swati Joshi,1,Senior,Female,7,Mumbai,146865,11868,No
2887,Ritu Saxena,4,Junior,Female,5,Mumbai,137919,18920,No
2888,Suresh Reddy,1,Manager,Male,8,Delhi,108663,21320,No
2889,Vikas Yadav,3,Senior,Female,5,Delhi,71465,5235,No
2890,Rahul Verma,3,Junior,Female,9,Chennai,86064,16835,No
2891,Suresh Reddy,1,Junior,Female,5,Chennai,108033,22492,No
2892,Kavita Nair,2,Junior,Male,13,Chennai,93221,23180,Yes
2893,Rahul Verma,3,Mid,Male,3,Bangalore,104088,19690,No
2894,Swati Joshi,2,Junior,Male,13,Delhi,136649,8473,Yes
2895,Arjun Das,4,Senior,Female,2,Mumbai,54491,10285,No
2896,Manish Jain,3,Senior,Male,5,Chennai,111540,12395,No
2897,Kavita Nair,2,Junior,Male,10,Delhi,112452,14582,No
2898,Deepak Mishra,1,Mid,Female,13,Bangalore,84818,20260,Yes
2899,Aakash Pandey,4,Mid,Male,10,Bangalore,111255,10529,No
2900,Swati Joshi,5,Mid,Female,5,Chennai,72971,16323,No
2901,Suresh Reddy,5,Senior,Female,6,Mumbai,65125,23595,No
2902,Vikas Yadav,1,Mid,Male,2,Delhi,126729,18169,No
2903,Priya Singh,4,Manager,Female,5,Mumbai,139279,7641,No
2904,Varun Bansal,4,Manager,Female,1,Chennai,76831,24612,No
2905,Anjali Mehta,4,Mid,Female,3,Chennai,31969,5926,No
2906,Rahul Verma,4,Manager,Male,3,Bangalore,133275,10822,No
2907,Anjali Mehta,5,Junior,Female,3,Bangalore,73307,24305,No
2908,Priya Singh,2,Mid,Male,3,Delhi,42628,16148,No
2909,Karan Malhotra,4,Mid,Male,8,Chennai,112554,8827,Yes
2910,Pooja Patel,2,Mid,Female,1,Chennai,32601,16637,No
2911,Rahul Verma,4,Junior,Female,6,Delhi,145880,18553,Yes
2912,Nisha Agarwal,3,Junior,Female,6,Mumbai,45639,20226,Yes
2913,Suresh Reddy,3,Mid,Female,1,Bangalore,55312,28719,No
2914,Sneha Iyer,3,Senior,Female,13,Chennai,89780,29696,No
2915,Priya Singh,4,Senior,Male,1,Chennai,88552,22349,No
2916,Arjun Das,2,Manager,Male,3,Mumbai,92786,9213,No
2917,Amit Sharma,5,Junior,Female,8,Mumbai,89402,8719,No
2918,Manish Jain,1,Manager,Male,6,Mumbai,128911,25297,No
2919,Ritu Saxena,5,Manager,Male,4,Bangalore,134725,17926,No
2920,Rohit Kumar,4,Mid,Male,5,Delhi,100794,17661,No
2921,Nisha Agarwal,3,Senior,Female,10,Chennai,65833,24563,Yes
2922,Anjali Mehta,3,Manager,Male,14,Bangalore,91093,8370,Yes
2923,Arjun Das,2,Mid,Male,3,Mumbai,103402,20765,Yes
2924,Aakash Pandey,4,Junior,Male,14,Chennai,70021,28202,No
2925,Neha Gupta,5,Manager,Female,11,Chennai,60595,27290,No
2926,Priya Singh,4,Senior,Male,11,Bangalore,83478,15115,No
2927,Manish Jain,4,Junior,Female,6,Mumbai,35570,26522,No
2928,Suresh Reddy,3,Mid,Male,6,Mumbai,81189,8091,No
2929,Anjali Mehta,5,Junior,Female,6,Delhi,48569,14968,Yes
2930,Sneha Iyer,1,Manager,Male,9,Mumbai,55572,13963,Yes
2931,Rahul Verma,3,Junior,Female,14,Bangalore,139074,26040,No
2932,Priya Singh,5,Junior,Male,10,Delhi,37505,24961,No
2933,Priya Singh,2,Junior,Female,13,Delhi,31179,27681,No
2934,Sneha Iyer,3,Senior,Female,11,Delhi,116622,6538,No
2935,Ritu Saxena,2,Manager,Male,8,Delhi,127296,24251,Yes
2936,Suresh Reddy,3,Mid,Male,6,Delhi,86087,8549,No
2937,Pooja Patel,4,Senior,Female,2,Bangalore,105648,27911,No
2938,Arjun Das,5,Manager,Female,4,Chennai,57807,9776,No
2939,Karan Malhotra,2,Mid,Male,6,Mumbai,137828,21562,No
2940,Neha Gupta,3,Mid,Female,9,Chennai,44416,6754,Yes
2941,Amit Sharma,2,Mid,Male,11,Chennai,49128,29079,No
2942,Vikas Yadav,3,Manager,Male,2,Mumbai,32260,13238,No
2943,Rahul Verma,3,Mid,Female,6,Mumbai,68888,13015,Yes
2944,Rohit Kumar,1,Mid,Male,10,Chennai,99034,28085,No
2945,Vikas Yadav,1,Senior,Female,11,Mumbai,148101,16875,No
